,weeks,js_scores
0,36-37,0.14214781039467334
1,37-38,0.15004332707588164
2,38-39,0.27316661582265134
3,39-40,0.4949702011232595
4,40-41,0.019170289512680815
5,41-42,0.321158060773819
6,42-43,0.3629139016350848
7,43-44,0.40709704002854163
8,44-45,0.19291708063310517
9,45-46,0.40422209241950147
10,46-47,0.43440706716166577
11,47-48,0.4384136174892381
12,48-49,0.5054527673284617
13,49-50,0.22057311712899194
14,50-51,0.41434405993087436
