,weeks,hellinger_scores
0,36-37,0.0954646182554906
1,37-38,0.09596049125799436
2,38-39,0.07772815157144701
3,39-40,0.11918215138177173
4,40-41,0.039585451458590035
5,41-42,0.08148979892923965
6,42-43,0.04806742554692167
7,43-44,0.03934524378614655
8,44-45,0.10638140188081098
9,45-46,0.029978532224285447
10,46-47,0.01820300190503072
11,47-48,0.014338324447392383
12,48-49,0.0128895287850347
13,49-50,0.015043299428535582
14,50-51,0.02077521356543067
