,weeks,js_scores
0,51 - (51-52),0.1341659420270286
1,(51-52) - (51-53),0.16899260338843236
2,(51-53) - (51-01),0.21807108932639374
3,(51-01) - (51-02),0.22421864329265753
4,(51-02) - (51-03),0.12855738018488086
5,(51-03) - (51-04),0.18665744024817227
