,weeks,hellinger_scores
0,51 - (51-52),0.14200028594406053
1,(51-52) - (51-53),0.1761830144473281
2,(51-53) - (51-01),0.22697439978257247
3,(51-01) - (51-02),0.23447993416231333
4,(51-02) - (51-03),0.13470692595835923
5,(51-03) - (51-04),0.19523261290241056
